task,caseid,user,Activity_1,Resource_1,creator,variant,variant_index,end_timestamp,start_timestamp
Traer informacion estudiante - banner,116267,22529,Traer informacion estudiante - banner,22529,Fluxicon Disco,Variant 2,2,2016-05-02T23:57:24.000,2016-05-02T23:57:24.000
Radicar Solicitud Homologacion,116267,22529,Radicar Solicitud Homologacion,22529,Fluxicon Disco,Variant 2,2,2016-05-02T23:57:41.000,2016-05-02T23:57:25.000
Validar solicitud,116267,6767,Validar solicitud,6767,Fluxicon Disco,Variant 2,2,2016-05-03T00:59:09.000,2016-05-03T00:14:24.000
Homologacion por grupo de cursos,116267,6954,Homologacion por grupo de cursos,6954,Fluxicon Disco,Variant 2,2,2016-05-11T21:23:57.000,2016-05-11T20:59:57.000
End,116267,End,End,End,Fluxicon Disco,Variant 2,2,2016-05-11T21:23:57.000,2016-05-11T21:23:57.000
Start,116301,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-05-02T14:12:25.000,2016-05-02T14:12:25.000
Traer informacion estudiante - banner,116301,6497,Traer informacion estudiante - banner,6497,Fluxicon Disco,Variant 2,2,2016-05-02T14:12:25.000,2016-05-02T14:12:25.000
Radicar Solicitud Homologacion,116301,6497,Radicar Solicitud Homologacion,6497,Fluxicon Disco,Variant 2,2,2016-05-02T14:12:32.000,2016-05-02T14:12:32.000
Validar solicitud,116301,1646,Validar solicitud,1646,Fluxicon Disco,Variant 2,2,2016-05-02T16:50:06.000,2016-05-02T14:39:23.000
Homologacion por grupo de cursos,116301,12535,Homologacion por grupo de cursos,12535,Fluxicon Disco,Variant 2,2,2016-05-25T21:00:20.000,2016-05-25T17:43:53.000
End,116301,End,End,End,Fluxicon Disco,Variant 2,2,2016-05-25T21:00:20.000,2016-05-25T21:00:20.000
Start,116302,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-05-02T16:02:53.000,2016-05-02T16:02:53.000
Traer informacion estudiante - banner,116302,11858,Traer informacion estudiante - banner,11858,Fluxicon Disco,Variant 1,1,2016-05-02T16:02:53.000,2016-05-02T16:02:53.000
Radicar Solicitud Homologacion,116302,11858,Radicar Solicitud Homologacion,11858,Fluxicon Disco,Variant 1,1,2016-05-02T16:03:00.000,2016-05-02T16:02:54.000
Cancelar Solicitud,116302,1707,Cancelar Solicitud,1707,Fluxicon Disco,Variant 1,1,2016-05-02T16:17:26.000,2016-05-02T16:09:32.000
Notificacion estudiante cancelacion soli,116302,1707,Notificacion estudiante cancelacion soli,1707,Fluxicon Disco,Variant 1,1,2016-05-03T16:04:27.000,2016-05-03T16:04:27.000
End,116302,End,End,End,Fluxicon Disco,Variant 1,1,2016-05-03T16:04:27.000,2016-05-03T16:04:27.000
Start,116303,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-05-02T16:10:27.000,2016-05-02T16:10:27.000
Traer informacion estudiante - banner,116303,11858,Traer informacion estudiante - banner,11858,Fluxicon Disco,Variant 2,2,2016-05-02T16:10:27.000,2016-05-02T16:10:27.000
Radicar Solicitud Homologacion,116303,11858,Radicar Solicitud Homologacion,11858,Fluxicon Disco,Variant 2,2,2016-05-02T16:10:32.000,2016-05-02T16:10:28.000
Validar solicitud,116303,1707,Validar solicitud,1707,Fluxicon Disco,Variant 2,2,2016-05-02T16:16:57.000,2016-05-02T16:14:48.000
Homologacion por grupo de cursos,116303,15930,Homologacion por grupo de cursos,15930,Fluxicon Disco,Variant 2,2,2016-05-02T18:45:07.000,2016-05-02T18:24:32.000
End,116303,End,End,End,Fluxicon Disco,Variant 2,2,2016-05-02T18:45:07.000,2016-05-02T18:45:07.000
Start,116304,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-05-02T18:37:01.000,2016-05-02T18:37:01.000
Traer informacion estudiante - banner,116304,7137,Traer informacion estudiante - banner,7137,Fluxicon Disco,Variant 2,2,2016-05-02T18:37:01.000,2016-05-02T18:37:01.000
Radicar Solicitud Homologacion,116304,7137,Radicar Solicitud Homologacion,7137,Fluxicon Disco,Variant 2,2,2016-05-02T18:37:39.000,2016-05-02T18:37:05.000
Validar solicitud,116304,677,Validar solicitud,677,Fluxicon Disco,Variant 2,2,2016-05-02T22:30:21.000,2016-05-02T21:12:00.000
Homologacion por grupo de cursos,116304,3445,Homologacion por grupo de cursos,3445,Fluxicon Disco,Variant 2,2,2016-05-17T17:41:39.000,2016-05-17T17:33:02.000
End,116304,End,End,End,Fluxicon Disco,Variant 2,2,2016-05-17T17:41:39.000,2016-05-17T17:41:39.000
Start,116305,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-05-02T19:03:17.000,2016-05-02T19:03:17.000
Traer informacion estudiante - banner,116305,9187,Traer informacion estudiante - banner,9187,Fluxicon Disco,Variant 1,1,2016-05-02T19:03:17.000,2016-05-02T19:03:17.000
Radicar Solicitud Homologacion,116305,9187,Radicar Solicitud Homologacion,9187,Fluxicon Disco,Variant 1,1,2016-05-02T19:03:19.000,2016-05-02T19:03:19.000
Cancelar Solicitud,116305,1707,Cancelar Solicitud,1707,Fluxicon Disco,Variant 1,1,2016-05-02T19:12:09.000,2016-05-02T19:07:03.000
Notificacion estudiante cancelacion soli,116305,1707,Notificacion estudiante cancelacion soli,1707,Fluxicon Disco,Variant 1,1,2016-05-03T16:06:50.000,2016-05-03T16:06:50.000
End,116305,End,End,End,Fluxicon Disco,Variant 1,1,2016-05-03T16:06:50.000,2016-05-03T16:06:50.000
Start,116306,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-05-02T19:07:17.000,2016-05-02T19:07:17.000
Traer informacion estudiante - banner,116306,9187,Traer informacion estudiante - banner,9187,Fluxicon Disco,Variant 2,2,2016-05-02T19:07:17.000,2016-05-02T19:07:17.000
Radicar Solicitud Homologacion,116306,9187,Radicar Solicitud Homologacion,9187,Fluxicon Disco,Variant 2,2,2016-05-02T19:07:18.000,2016-05-02T19:07:18.000
Validar solicitud,116306,1707,Validar solicitud,1707,Fluxicon Disco,Variant 2,2,2016-05-02T19:15:55.000,2016-05-02T19:10:48.000
Homologacion por grupo de cursos,116306,15930,Homologacion por grupo de cursos,15930,Fluxicon Disco,Variant 2,2,2016-05-03T16:45:07.000,2016-05-03T16:07:48.000
End,116306,End,End,End,Fluxicon Disco,Variant 2,2,2016-05-03T16:45:07.000,2016-05-03T16:45:07.000
Start,116307,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-05-02T19:10:59.000,2016-05-02T19:10:59.000
Traer informacion estudiante - banner,116307,9187,Traer informacion estudiante - banner,9187,Fluxicon Disco,Variant 1,1,2016-05-02T19:10:59.000,2016-05-02T19:10:59.000
Radicar Solicitud Homologacion,116307,9187,Radicar Solicitud Homologacion,9187,Fluxicon Disco,Variant 1,1,2016-05-02T19:11:00.000,2016-05-02T19:11:00.000
Cancelar Solicitud,116307,9187,Cancelar Solicitud,9187,Fluxicon Disco,Variant 1,1,2016-05-02T19:15:18.000,2016-05-02T19:15:18.000
Notificacion estudiante cancelacion soli,116307,9187,Notificacion estudiante cancelacion soli,9187,Fluxicon Disco,Variant 1,1,2016-05-02T19:16:41.000,2016-05-02T19:16:41.000
End,116307,End,End,End,Fluxicon Disco,Variant 1,1,2016-05-02T19:16:41.000,2016-05-02T19:16:41.000
Start,116308,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-05-02T19:16:52.000,2016-05-02T19:16:52.000
Traer informacion estudiante - banner,116308,9187,Traer informacion estudiante - banner,9187,Fluxicon Disco,Variant 2,2,2016-05-02T19:16:52.000,2016-05-02T19:16:52.000
Radicar Solicitud Homologacion,116308,9187,Radicar Solicitud Homologacion,9187,Fluxicon Disco,Variant 2,2,2016-05-02T19:16:53.000,2016-05-02T19:16:53.000
Validar solicitud,116308,1707,Validar solicitud,1707,Fluxicon Disco,Variant 2,2,2016-05-02T19:23:27.000,2016-05-02T19:18:18.000
Homologacion por grupo de cursos,116308,15930,Homologacion por grupo de cursos,15930,Fluxicon Disco,Variant 2,2,2016-05-03T16:46:52.000,2016-05-03T16:09:34.000
End,116308,End,End,End,Fluxicon Disco,Variant 2,2,2016-05-03T16:46:52.000,2016-05-03T16:46:52.000
Start,116309,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-05-02T20:01:04.000,2016-05-02T20:01:04.000
Traer informacion estudiante - banner,116309,2045,Traer informacion estudiante - banner,2045,Fluxicon Disco,Variant 2,2,2016-05-02T20:01:04.000,2016-05-02T20:01:04.000
Radicar Solicitud Homologacion,116309,2045,Radicar Solicitud Homologacion,2045,Fluxicon Disco,Variant 2,2,2016-05-02T20:01:07.000,2016-05-02T20:01:07.000
Validar solicitud,116309,22475,Validar solicitud,22475,Fluxicon Disco,Variant 2,2,2016-05-02T20:41:51.000,2016-05-02T20:40:07.000
Homologacion por grupo de cursos,116309,1343,Homologacion por grupo de cursos,1343,Fluxicon Disco,Variant 2,2,2016-05-03T00:25:40.000,2016-05-02T22:44:13.000
End,116309,End,End,End,Fluxicon Disco,Variant 2,2,2016-05-03T00:25:40.000,2016-05-03T00:25:40.000
Start,116312,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-05-02T23:14:12.000,2016-05-02T23:14:12.000
Traer informacion estudiante - banner,116312,15315,Traer informacion estudiante - banner,15315,Fluxicon Disco,Variant 1,1,2016-05-02T23:14:12.000,2016-05-02T23:14:12.000
Radicar Solicitud Homologacion,116312,15315,Radicar Solicitud Homologacion,15315,Fluxicon Disco,Variant 1,1,2016-05-02T23:14:28.000,2016-05-02T23:14:15.000
Cancelar Solicitud,116312,6694,Cancelar Solicitud,6694,Fluxicon Disco,Variant 1,1,2016-05-02T23:37:35.000,2016-05-02T23:28:04.000
Notificacion estudiante cancelacion soli,116312,6694,Notificacion estudiante cancelacion soli,6694,Fluxicon Disco,Variant 1,1,2016-05-04T14:21:49.000,2016-05-04T14:21:49.000
End,116312,End,End,End,Fluxicon Disco,Variant 1,1,2016-05-04T14:21:49.000,2016-05-04T14:21:49.000
Start,116352,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-05-03T03:13:49.000,2016-05-03T03:13:49.000
Traer informacion estudiante - banner,116352,19811,Traer informacion estudiante - banner,19811,Fluxicon Disco,Variant 2,2,2016-05-03T03:13:49.000,2016-05-03T03:13:49.000
Radicar Solicitud Homologacion,116352,19811,Radicar Solicitud Homologacion,19811,Fluxicon Disco,Variant 2,2,2016-05-03T03:13:50.000,2016-05-03T03:13:50.000
Validar solicitud,116352,22404,Validar solicitud,22404,Fluxicon Disco,Variant 2,2,2016-05-03T04:16:07.000,2016-05-03T03:49:24.000
Homologacion por grupo de cursos,116352,4560,Homologacion por grupo de cursos,4560,Fluxicon Disco,Variant 2,2,2016-05-06T19:28:13.000,2016-05-06T17:43:21.000
End,116352,End,End,End,Fluxicon Disco,Variant 2,2,2016-05-06T19:28:13.000,2016-05-06T19:28:13.000
Start,116401,Start,Start,Start,Fluxicon Disco,Variant 22,22,2016-05-03T14:35:40.000,2016-05-03T14:35:40.000
Traer informacion estudiante - banner,116401,10176,Traer informacion estudiante - banner,10176,Fluxicon Disco,Variant 22,22,2016-05-03T14:35:40.000,2016-05-03T14:35:40.000
Radicar Solicitud Homologacion,116401,10176,Radicar Solicitud Homologacion,10176,Fluxicon Disco,Variant 22,22,2016-05-03T14:35:48.000,2016-05-03T14:35:48.000
Notificacion estudiante cancelacion soli,116401,22475,Notificacion estudiante cancelacion soli,22475,Fluxicon Disco,Variant 22,22,2016-05-03T14:38:13.000,2016-05-03T14:38:13.000
Cancelar Solicitud,116401,22475,Cancelar Solicitud,22475,Fluxicon Disco,Variant 22,22,2016-05-03T14:41:00.000,2016-05-03T14:41:00.000
End,116401,End,End,End,Fluxicon Disco,Variant 22,22,2016-05-03T14:41:00.000,2016-05-03T14:41:00.000
Start,116402,Start,Start,Start,Fluxicon Disco,Variant 10,10,2016-05-03T14:37:08.000,2016-05-03T14:37:08.000
Notificacion estudiante cancelacion soli,116402,22475,Notificacion estudiante cancelacion soli,22475,Fluxicon Disco,Variant 10,10,2016-05-03T14:37:08.000,2016-05-03T14:37:08.000
Traer informacion estudiante - banner,116402,10176,Traer informacion estudiante - banner,10176,Fluxicon Disco,Variant 10,10,2016-05-03T14:42:56.000,2016-05-03T14:42:56.000
Radicar Solicitud Homologacion,116402,10176,Radicar Solicitud Homologacion,10176,Fluxicon Disco,Variant 10,10,2016-05-03T14:42:57.000,2016-05-03T14:42:57.000
Cancelar Solicitud,116402,22475,Cancelar Solicitud,22475,Fluxicon Disco,Variant 10,10,2016-05-03T14:46:35.000,2016-05-03T14:46:35.000
End,116402,End,End,End,Fluxicon Disco,Variant 10,10,2016-05-03T14:46:35.000,2016-05-03T14:46:35.000
Start,116411,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-05-03T18:36:54.000,2016-05-03T18:36:54.000
Traer informacion estudiante - banner,116411,22940,Traer informacion estudiante - banner,22940,Fluxicon Disco,Variant 2,2,2016-05-03T18:36:54.000,2016-05-03T18:36:54.000
Radicar Solicitud Homologacion,116411,22940,Radicar Solicitud Homologacion,22940,Fluxicon Disco,Variant 2,2,2016-05-03T18:37:10.000,2016-05-03T18:36:55.000
Validar solicitud,116411,18929,Validar solicitud,18929,Fluxicon Disco,Variant 2,2,2016-05-03T20:04:50.000,2016-05-03T18:52:43.000
Homologacion por grupo de cursos,116411,957,Homologacion por grupo de cursos,957,Fluxicon Disco,Variant 2,2,2016-05-17T21:31:55.000,2016-05-17T20:01:53.000
End,116411,End,End,End,Fluxicon Disco,Variant 2,2,2016-05-17T21:31:55.000,2016-05-17T21:31:55.000
Start,116415,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-05-03T23:10:51.000,2016-05-03T23:10:51.000
Traer informacion estudiante - banner,116415,11557,Traer informacion estudiante - banner,11557,Fluxicon Disco,Variant 2,2,2016-05-03T23:10:51.000,2016-05-03T23:10:51.000
Radicar Solicitud Homologacion,116415,11557,Radicar Solicitud Homologacion,11557,Fluxicon Disco,Variant 2,2,2016-05-03T23:11:05.000,2016-05-03T23:10:52.000
Validar solicitud,116415,186,Validar solicitud,186,Fluxicon Disco,Variant 2,2,2016-05-03T23:49:53.000,2016-05-03T23:24:18.000
Homologacion por grupo de cursos,116415,26788,Homologacion por grupo de cursos,26788,Fluxicon Disco,Variant 2,2,2016-05-10T07:32:16.000,2016-05-10T03:16:16.000
End,116415,End,End,End,Fluxicon Disco,Variant 2,2,2016-05-10T07:32:16.000,2016-05-10T07:32:16.000
Start,116455,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-05-03T15:24:49.000,2016-05-03T15:24:49.000
Traer informacion estudiante - banner,116455,7573,Traer informacion estudiante - banner,7573,Fluxicon Disco,Variant 1,1,2016-05-03T15:24:49.000,2016-05-03T15:24:49.000
Radicar Solicitud Homologacion,116455,7573,Radicar Solicitud Homologacion,7573,Fluxicon Disco,Variant 1,1,2016-05-03T15:24:58.000,2016-05-03T15:24:50.000
Cancelar Solicitud,116455,241,Cancelar Solicitud,241,Fluxicon Disco,Variant 1,1,2016-05-03T16:21:15.000,2016-05-03T15:33:49.000
Notificacion estudiante cancelacion soli,116455,241,Notificacion estudiante cancelacion soli,241,Fluxicon Disco,Variant 1,1,2016-05-12T02:49:51.000,2016-05-12T02:49:51.000
End,116455,End,End,End,Fluxicon Disco,Variant 1,1,2016-05-12T02:49:51.000,2016-05-12T02:49:51.000
Start,116456,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-05-03T17:21:42.000,2016-05-03T17:21:42.000
Traer informacion estudiante - banner,116456,2735,Traer informacion estudiante - banner,2735,Fluxicon Disco,Variant 2,2,2016-05-03T17:21:42.000,2016-05-03T17:21:42.000
Radicar Solicitud Homologacion,116456,2735,Radicar Solicitud Homologacion,2735,Fluxicon Disco,Variant 2,2,2016-05-03T17:23:24.000,2016-05-03T17:21:46.000
Validar solicitud,116456,2292,Validar solicitud,2292,Fluxicon Disco,Variant 2,2,2016-05-03T20:10:40.000,2016-05-03T20:10:14.000
Homologacion por grupo de cursos,116456,7387,Homologacion por grupo de cursos,7387,Fluxicon Disco,Variant 2,2,2016-05-03T22:34:39.000,2016-05-03T21:26:21.000
End,116456,End,End,End,Fluxicon Disco,Variant 2,2,2016-05-03T22:34:39.000,2016-05-03T22:34:39.000
Start,116457,Start,Start,Start,Fluxicon Disco,Variant 7,7,2016-05-03T18:41:16.000,2016-05-03T18:41:16.000
Traer informacion estudiante - banner,116457,12532,Traer informacion estudiante - banner,12532,Fluxicon Disco,Variant 7,7,2016-05-03T18:41:16.000,2016-05-03T18:41:16.000
Radicar Solicitud Homologacion,116457,12532,Radicar Solicitud Homologacion,12532,Fluxicon Disco,Variant 7,7,2016-05-03T18:41:21.000,2016-05-03T18:41:18.000
Cancelar Solicitud,116457,12532,Cancelar Solicitud,12532,Fluxicon Disco,Variant 7,7,2016-05-03T19:48:42.000,2016-05-03T18:44:27.000
Validar solicitud,116457,19019,Validar solicitud,19019,Fluxicon Disco,Variant 7,7,2016-05-03T18:50:26.000,2016-05-03T18:44:27.000
Notificacion estudiante cancelacion soli,116457,12532,Notificacion estudiante cancelacion soli,12532,Fluxicon Disco,Variant 7,7,2016-05-16T20:41:19.000,2016-05-16T20:41:19.000
End,116457,End,End,End,Fluxicon Disco,Variant 7,7,2016-05-16T20:41:19.000,2016-05-16T20:41:19.000
Start,116459,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-05-03T19:01:58.000,2016-05-03T19:01:58.000
Traer informacion estudiante - banner,116459,10176,Traer informacion estudiante - banner,10176,Fluxicon Disco,Variant 2,2,2016-05-03T19:01:58.000,2016-05-03T19:01:58.000
Radicar Solicitud Homologacion,116459,10176,Radicar Solicitud Homologacion,10176,Fluxicon Disco,Variant 2,2,2016-05-03T19:01:59.000,2016-05-03T19:01:59.000
Validar solicitud,116459,22475,Validar solicitud,22475,Fluxicon Disco,Variant 2,2,2016-05-03T19:11:42.000,2016-05-03T19:11:23.000
Homologacion por grupo de cursos,116459,22475,Homologacion por grupo de cursos,22475,Fluxicon Disco,Variant 2,2,2016-05-03T22:41:46.000,2016-05-03T21:19:41.000
End,116459,End,End,End,Fluxicon Disco,Variant 2,2,2016-05-03T22:41:46.000,2016-05-03T22:41:46.000
Start,116461,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-05-03T19:17:57.000,2016-05-03T19:17:57.000
Traer informacion estudiante - banner,116461,10176,Traer informacion estudiante - banner,10176,Fluxicon Disco,Variant 2,2,2016-05-03T19:17:57.000,2016-05-03T19:17:57.000
Radicar Solicitud Homologacion,116461,10176,Radicar Solicitud Homologacion,10176,Fluxicon Disco,Variant 2,2,2016-05-03T19:17:59.000,2016-05-03T19:17:59.000
Validar solicitud,116461,22475,Validar solicitud,22475,Fluxicon Disco,Variant 2,2,2016-05-03T19:22:19.000,2016-05-03T19:21:56.000
Homologacion por grupo de cursos,116461,22475,Homologacion por grupo de cursos,22475,Fluxicon Disco,Variant 2,2,2016-05-03T21:38:52.000,2016-05-03T21:23:16.000
End,116461,End,End,End,Fluxicon Disco,Variant 2,2,2016-05-03T21:38:52.000,2016-05-03T21:38:52.000
Start,116463,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-05-03T21:02:06.000,2016-05-03T21:02:06.000
Traer informacion estudiante - banner,116463,9761,Traer informacion estudiante - banner,9761,Fluxicon Disco,Variant 2,2,2016-05-03T21:02:06.000,2016-05-03T21:02:06.000
Radicar Solicitud Homologacion,116463,9761,Radicar Solicitud Homologacion,9761,Fluxicon Disco,Variant 2,2,2016-05-03T21:02:31.000,2016-05-03T21:02:10.000
Validar solicitud,116463,1707,Validar solicitud,1707,Fluxicon Disco,Variant 2,2,2016-05-03T21:27:39.000,2016-05-03T21:24:04.000
Homologacion por grupo de cursos,116463,15930,Homologacion por grupo de cursos,15930,Fluxicon Disco,Variant 2,2,2016-05-04T15:43:38.000,2016-05-04T13:35:23.000
End,116463,End,End,End,Fluxicon Disco,Variant 2,2,2016-05-04T15:43:38.000,2016-05-04T15:43:38.000
Start,116464,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-05-03T21:39:08.000,2016-05-03T21:39:08.000
Traer informacion estudiante - banner,116464,11557,Traer informacion estudiante - banner,11557,Fluxicon Disco,Variant 2,2,2016-05-03T21:39:08.000,2016-05-03T21:39:08.000
Radicar Solicitud Homologacion,116464,11557,Radicar Solicitud Homologacion,11557,Fluxicon Disco,Variant 2,2,2016-05-03T21:39:16.000,2016-05-03T21:39:10.000
Validar solicitud,116464,186,Validar solicitud,186,Fluxicon Disco,Variant 2,2,2016-05-03T22:12:30.000,2016-05-03T21:45:16.000
Homologacion por grupo de cursos,116464,6971,Homologacion por grupo de cursos,6971,Fluxicon Disco,Variant 2,2,2016-05-10T04:05:16.000,2016-05-10T03:13:16.000
End,116464,End,End,End,Fluxicon Disco,Variant 2,2,2016-05-10T04:05:16.000,2016-05-10T04:05:16.000
Start,116465,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-05-03T22:30:46.000,2016-05-03T22:30:46.000
Traer informacion estudiante - banner,116465,8428,Traer informacion estudiante - banner,8428,Fluxicon Disco,Variant 2,2,2016-05-03T22:30:46.000,2016-05-03T22:30:46.000
Radicar Solicitud Homologacion,116465,8428,Radicar Solicitud Homologacion,8428,Fluxicon Disco,Variant 2,2,2016-05-03T22:30:51.000,2016-05-03T22:30:48.000
Validar solicitud,116465,19019,Validar solicitud,19019,Fluxicon Disco,Variant 2,2,2016-05-03T22:39:03.000,2016-05-03T22:34:29.000
Homologacion por grupo de cursos,116465,1007,Homologacion por grupo de cursos,1007,Fluxicon Disco,Variant 2,2,2016-05-04T17:57:48.000,2016-05-04T17:09:28.000
End,116465,End,End,End,Fluxicon Disco,Variant 2,2,2016-05-04T17:57:48.000,2016-05-04T17:57:48.000
Start,116466,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-05-03T22:33:38.000,2016-05-03T22:33:38.000
Traer informacion estudiante - banner,116466,9452,Traer informacion estudiante - banner,9452,Fluxicon Disco,Variant 2,2,2016-05-03T22:33:38.000,2016-05-03T22:33:38.000
